,FILEDATE,DISPDATE,sex,race,age,is_citizen,educ,crime,crim_hist,counsel,judge
529614,05/29/2008,07/16/2008,1.0,1.0,"(15, 30]",1.0,3.0,8.0,"(-1, 0]",0,Callie V. Granade
529615,05/29/2008,07/23/2008,0.0,1.0,"(30, 50]",1.0,5.0,10.0,"(12, 13]",0,Callie V. Granade
529616,05/29/2008,10/15/2008,0.0,2.0,"(30, 50]",1.0,3.0,38.0,"(1, 2]",0,Callie V. Granade
529617,06/26/2008,12/14/2009,0.0,1.0,"(15, 30]",1.0,1.0,19.0,"(5, 6]",0,Callie V. Granade
529618,06/26/2008,08/18/2008,0.0,1.0,"(30, 50]",1.0,1.0,32.0,"(1, 2]",6,Callie V. Granade
529619,06/26/2008,09/16/2008,0.0,2.0,"(15, 30]",1.0,3.0,27.0,"(2, 3]",0,Callie V. Granade
529620,06/26/2008,11/21/2008,0.0,1.0,"(30, 50]",1.0,3.0,30.0,"(-1, 0]",1,Callie V. Granade
529621,06/26/2008,08/18/2008,1.0,1.0,"(30, 50]",1.0,1.0,8.0,"(0, 1]",0,Callie V. Granade
529622,06/26/2008,08/18/2008,1.0,1.0,"(30, 50]",1.0,3.0,6.0,"(3, 4]",0,Callie V. Granade
529623,07/18/2008,08/22/2008,1.0,1.0,"(50, 65]",1.0,5.0,13.0,"(-1, 0]",2,Callie V. Granade
529624,07/23/2008,08/22/2008,0.0,1.0,"(50, 65]",1.0,6.0,23.0,"(-1, 0]",2,Callie V. Granade
529625,07/24/2008,09/15/2008,0.0,1.0,"(30, 50]",1.0,5.0,8.0,"(0, 1]",0,Callie V. Granade
529626,07/24/2008,09/15/2008,0.0,2.0,"(15, 30]",1.0,5.0,29.0,"(-1, 0]",2,Callie V. Granade
529627,08/28/2008,11/21/2008,0.0,2.0,"(15, 30]",1.0,1.0,30.0,"(6, 7]",0,Callie V. Granade
529628,08/28/2008,10/22/2008,0.0,1.0,"(30, 50]",1.0,1.0,13.0,"(3, 4]",2,Callie V. Granade
529629,08/28/2008,11/17/2008,0.0,2.0,"(15, 30]",1.0,1.0,30.0,"(5, 6]",0,Callie V. Granade
529630,08/28/2008,10/16/2008,0.0,2.0,"(30, 50]",1.0,3.0,31.0,"(11, 12]",6,Callie V. Granade
529631,08/28/2008,10/24/2008,0.0,1.0,"(15, 30]",1.0,5.0,16.0,"(-1, 0]",6,Callie V. Granade
529632,08/28/2008,11/24/2008,0.0,1.0,"(65, 80]",1.0,3.0,34.0,"(-1, 0]",0,Callie V. Granade
529633,08/28/2008,10/16/2008,0.0,2.0,"(15, 30]",1.0,3.0,7.0,"(0, 1]",6,Callie V. Granade
529635,09/25/2008,11/24/2008,1.0,2.0,"(15, 30]",1.0,3.0,8.0,"(-1, 0]",0,Callie V. Granade
529636,09/25/2008,05/02/2011,1.0,2.0,"(15, 30]",1.0,1.0,4.0,"(-1, 0]",0,Callie V. Granade
529637,09/25/2008,11/17/2008,1.0,2.0,"(15, 30]",1.0,5.0,8.0,"(0, 1]",0,Callie V. Granade
529638,09/25/2008,03/30/2009,0.0,1.0,"(30, 50]",1.0,1.0,31.0,"(6, 7]",0,Callie V. Granade
529639,09/25/2008,03/30/2009,0.0,1.0,"(30, 50]",1.0,3.0,31.0,"(5, 6]",0,Callie V. Granade
529640,09/25/2008,11/17/2008,0.0,1.0,"(30, 50]",1.0,1.0,27.0,"(2, 3]",1,Callie V. Granade
529641,09/25/2008,03/19/2009,0.0,2.0,"(30, 50]",1.0,3.0,21.0,"(-1, 0]",0,Callie V. Granade
529642,09/25/2008,03/09/2010,0.0,1.0,"(30, 50]",1.0,6.0,13.0,"(-1, 0]",0,Callie V. Granade
529643,09/25/2008,10/15/2009,0.0,1.0,"(50, 65]",1.0,6.0,14.0,"(-1, 0]",0,Callie V. Granade
529644,09/25/2008,02/08/2010,0.0,1.0,"(30, 50]",1.0,6.0,27.0,"(0, 1]",0,Callie V. Granade
529645,09/25/2008,02/08/2010,0.0,1.0,"(30, 50]",1.0,5.0,29.0,"(-1, 0]",0,Callie V. Granade
529646,09/25/2008,02/08/2010,0.0,1.0,"(30, 50]",1.0,5.0,31.0,"(-1, 0]",0,Callie V. Granade
529648,10/30/2008,12/18/2008,0.0,2.0,"(30, 50]",1.0,1.0,12.0,"(5, 6]",0,Callie V. Granade
529649,10/30/2008,12/16/2008,0.0,2.0,"(15, 30]",1.0,1.0,17.0,"(11, 12]",0,Callie V. Granade
529650,10/30/2008,12/16/2008,0.0,2.0,"(30, 50]",1.0,3.0,15.0,"(3, 4]",0,Callie V. Granade
529651,10/30/2008,12/16/2008,0.0,3.0,"(15, 30]",3.0,5.0,10.0,"(3, 4]",6,Callie V. Granade
529652,10/30/2008,01/27/2009,0.0,2.0,"(30, 50]",1.0,1.0,27.0,"(5, 6]",0,Callie V. Granade
529653,10/30/2008,02/06/2009,0.0,2.0,"(30, 50]",1.0,3.0,27.0,"(1, 2]",0,Callie V. Granade
529654,11/25/2008,03/20/2009,0.0,2.0,"(30, 50]",1.0,1.0,21.0,"(9, 10]",0,Callie V. Granade
529655,11/25/2008,01/27/2009,0.0,2.0,"(50, 65]",1.0,5.0,31.0,"(2, 3]",0,Callie V. Granade
529656,12/30/2008,02/18/2009,1.0,2.0,"(15, 30]",1.0,5.0,13.0,"(-1, 0]",0,Callie V. Granade
529657,12/30/2008,06/01/2009,1.0,1.0,"(15, 30]",1.0,5.0,10.0,"(-1, 0]",6,Callie V. Granade
529658,12/30/2008,05/20/2009,1.0,2.0,"(15, 30]",1.0,3.0,10.0,"(6, 7]",0,Callie V. Granade
529659,12/30/2008,03/27/2009,0.0,1.0,"(15, 30]",1.0,3.0,12.0,"(0, 1]",0,Callie V. Granade
529660,12/30/2008,02/18/2009,0.0,3.0,"(15, 30]",3.0,1.0,10.0,"(1, 2]",6,Callie V. Granade
529661,01/29/2009,04/28/2009,0.0,1.0,"(50, 65]",1.0,6.0,25.0,"(-1, 0]",0,Callie V. Granade
529662,01/29/2009,04/27/2009,0.0,1.0,"(30, 50]",1.0,1.0,25.0,"(12, 13]",0,Callie V. Granade
529663,01/29/2009,04/22/2009,0.0,1.0,"(30, 50]",1.0,1.0,21.0,"(7, 8]",0,Callie V. Granade
529664,01/29/2009,04/22/2009,0.0,1.0,"(30, 50]",1.0,1.0,21.0,"(5, 6]",0,Callie V. Granade
529665,01/29/2009,03/18/2009,0.0,2.0,"(15, 30]",1.0,1.0,10.0,"(11, 12]",0,Callie V. Granade
529666,01/29/2009,03/18/2009,0.0,3.0,"(50, 65]",3.0,3.0,6.0,"(1, 2]",1,Callie V. Granade
529667,01/29/2009,04/22/2009,0.0,2.0,"(30, 50]",1.0,1.0,9.0,"(15, 25]",3,Callie V. Granade
529668,02/25/2009,01/20/2011,0.0,2.0,"(30, 50]",1.0,3.0,6.0,"(15, 25]",0,Callie V. Granade
529669,02/25/2009,04/27/2009,0.0,2.0,"(15, 30]",1.0,1.0,31.0,"(9, 10]",0,Callie V. Granade
529670,02/25/2009,05/19/2009,0.0,1.0,"(30, 50]",1.0,3.0,29.0,"(1, 2]",0,Callie V. Granade
529671,03/26/2009,05/19/2009,0.0,2.0,"(30, 50]",1.0,1.0,10.0,"(5, 6]",0,Callie V. Granade
529672,03/26/2009,06/01/2009,1.0,2.0,"(30, 50]",1.0,1.0,18.0,"(2, 3]",0,Callie V. Granade
529673,03/26/2009,04/19/2011,0.0,3.0,"(30, 50]",1.0,3.0,37.0,"(1, 2]",0,Callie V. Granade
529674,03/26/2009,09/22/2009,0.0,2.0,"(15, 30]",1.0,3.0,27.0,"(1, 2]",1,Callie V. Granade
529675,03/26/2009,06/18/2009,0.0,2.0,"(15, 30]",1.0,1.0,34.0,"(11, 12]",0,Callie V. Granade
529676,03/26/2009,05/19/2009,0.0,1.0,"(15, 30]",1.0,3.0,16.0,"(-1, 0]",0,Callie V. Granade
529677,03/26/2009,06/18/2009,0.0,2.0,"(30, 50]",1.0,3.0,6.0,"(-1, 0]",0,Callie V. Granade
529678,04/29/2009,07/17/2009,0.0,1.0,"(30, 50]",1.0,5.0,30.0,"(1, 2]",2,Callie V. Granade
529679,04/29/2009,07/24/2009,1.0,2.0,"(15, 30]",1.0,3.0,13.0,"(-1, 0]",0,Callie V. Granade
529680,05/26/2009,06/03/2009,1.0,2.0,"(30, 50]",1.0,5.0,10.0,"(-1, 0]",2,Callie V. Granade
529681,05/28/2009,08/18/2009,0.0,1.0,"(15, 30]",1.0,1.0,33.0,"(2, 3]",0,Callie V. Granade
529682,05/28/2009,08/18/2009,0.0,1.0,"(15, 30]",1.0,3.0,29.0,"(2, 3]",0,Callie V. Granade
529683,05/28/2009,07/30/2009,1.0,1.0,"(15, 30]",1.0,1.0,21.0,"(-1, 0]",1,Callie V. Granade
529684,05/28/2009,08/18/2009,1.0,1.0,"(15, 30]",1.0,3.0,23.0,"(-1, 0]",0,Callie V. Granade
529685,05/28/2009,10/02/2009,0.0,2.0,"(15, 30]",1.0,3.0,27.0,"(1, 2]",0,Callie V. Granade
529686,05/28/2009,09/23/2009,0.0,2.0,"(30, 50]",1.0,1.0,17.0,"(0, 1]",0,Callie V. Granade
529687,05/28/2009,07/22/2009,1.0,2.0,"(30, 50]",1.0,5.0,12.0,"(-1, 0]",0,Callie V. Granade
529688,06/25/2009,08/18/2009,0.0,2.0,"(15, 30]",1.0,1.0,20.0,"(6, 7]",0,Callie V. Granade
529689,06/25/2009,10/27/2009,0.0,3.0,"(30, 50]",3.0,1.0,27.0,"(-1, 0]",0,Callie V. Granade
529690,06/25/2009,09/21/2009,1.0,1.0,"(15, 30]",1.0,1.0,29.0,"(4, 5]",0,Callie V. Granade
529691,06/25/2009,08/19/2009,0.0,1.0,"(30, 50]",1.0,3.0,34.0,"(7, 8]",0,Callie V. Granade
529692,06/25/2009,04/27/2010,0.0,6.0,"(30, 50]",1.0,3.0,43.0,"(10, 11]",0,Callie V. Granade
529693,06/25/2009,08/18/2009,1.0,1.0,"(15, 30]",1.0,3.0,15.0,"(-1, 0]",0,Callie V. Granade
529694,07/30/2009,10/20/2009,0.0,2.0,"(30, 50]",1.0,5.0,21.0,"(3, 4]",0,Callie V. Granade
529695,07/30/2009,11/19/2009,0.0,2.0,"(30, 50]",1.0,5.0,31.0,"(0, 1]",0,Callie V. Granade
529696,07/30/2009,09/22/2009,0.0,3.0,"(30, 50]",2.0,1.0,27.0,"(-1, 0]",6,Callie V. Granade
529697,07/30/2009,11/19/2009,0.0,1.0,"(30, 50]",1.0,1.0,29.0,"(-1, 0]",0,Callie V. Granade
529698,07/30/2009,09/21/2009,0.0,1.0,"(30, 50]",1.0,3.0,7.0,"(1, 2]",6,Callie V. Granade
529699,07/30/2009,09/21/2009,0.0,1.0,"(30, 50]",1.0,1.0,7.0,"(8, 9]",1,Callie V. Granade
529700,07/30/2009,09/21/2009,0.0,2.0,"(15, 30]",1.0,1.0,11.0,"(0, 1]",1,Callie V. Granade
529701,07/30/2009,09/21/2009,0.0,2.0,"(30, 50]",1.0,1.0,17.0,"(4, 5]",2,Callie V. Granade
529702,08/27/2009,07/22/2010,1.0,2.0,"(15, 30]",1.0,5.0,14.0,"(3, 4]",6,Callie V. Granade
529703,08/27/2009,11/20/2009,0.0,2.0,"(15, 30]",1.0,1.0,31.0,"(2, 3]",0,Callie V. Granade
529704,08/27/2009,10/20/2009,0.0,1.0,"(30, 50]",1.0,3.0,33.0,"(-1, 0]",0,Callie V. Granade
529705,08/27/2009,11/19/2009,0.0,2.0,"(15, 30]",1.0,1.0,35.0,"(5, 6]",0,Callie V. Granade
529706,08/27/2009,10/20/2009,0.0,2.0,"(30, 50]",1.0,1.0,37.0,"(9, 10]",3,Callie V. Granade
529707,09/24/2009,01/20/2010,0.0,2.0,"(30, 50]",1.0,3.0,34.0,"(1, 2]",2,Callie V. Granade
529708,09/24/2009,11/19/2009,0.0,1.0,"(30, 50]",1.0,5.0,27.0,"(5, 6]",0,Callie V. Granade
529709,10/29/2009,10/29/2009,0.0,1.0,"(50, 65]",1.0,3.0,12.0,"(-1, 0]",6,Callie V. Granade
529710,10/29/2009,12/16/2009,0.0,1.0,"(30, 50]",1.0,1.0,12.0,"(-1, 0]",0,Callie V. Granade
529711,10/29/2009,02/18/2010,0.0,1.0,"(30, 50]",1.0,5.0,21.0,"(3, 4]",0,Callie V. Granade
529712,10/29/2009,01/26/2010,0.0,2.0,"(30, 50]",1.0,1.0,21.0,"(1, 2]",0,Callie V. Granade
529713,10/29/2009,02/18/2010,1.0,1.0,"(30, 50]",1.0,5.0,28.0,"(2, 3]",0,Callie V. Granade
529714,10/29/2009,12/14/2009,0.0,1.0,"(30, 50]",1.0,5.0,13.0,"(3, 4]",0,Callie V. Granade
529715,10/29/2009,12/14/2009,1.0,1.0,"(30, 50]",1.0,1.0,10.0,"(-1, 0]",0,Callie V. Granade
529716,11/25/2009,05/18/2010,0.0,1.0,"(30, 50]",1.0,3.0,30.0,"(15, 25]",0,Callie V. Granade
529717,11/25/2009,02/24/2010,0.0,2.0,"(50, 65]",1.0,5.0,12.0,"(3, 4]",0,Callie V. Granade
529718,11/30/2009,05/18/2010,0.0,2.0,"(30, 50]",1.0,3.0,21.0,"(5, 6]",0,Callie V. Granade
529719,12/15/2009,12/28/2009,0.0,1.0,"(30, 50]",1.0,6.0,22.0,"(0, 1]",1,Callie V. Granade
529720,12/30/2009,02/18/2010,0.0,3.0,"(30, 50]",3.0,1.0,10.0,"(2, 3]",6,Callie V. Granade
529721,12/30/2009,04/20/2010,0.0,1.0,"(15, 30]",1.0,3.0,37.0,"(-1, 0]",0,Callie V. Granade
529722,12/30/2009,03/23/2010,1.0,1.0,"(30, 50]",1.0,5.0,14.0,"(-1, 0]",0,Callie V. Granade
529723,12/30/2009,03/26/2010,0.0,1.0,"(15, 30]",1.0,5.0,13.0,"(-1, 0]",0,Callie V. Granade
529724,12/30/2009,02/18/2010,0.0,1.0,"(30, 50]",1.0,3.0,24.0,"(5, 6]",0,Callie V. Granade
529725,02/24/2010,06/10/2010,0.0,1.0,"(30, 50]",1.0,5.0,10.0,"(-1, 0]",0,Callie V. Granade
529727,02/24/2010,05/03/2010,0.0,2.0,"(30, 50]",1.0,3.0,23.0,"(10, 11]",0,Callie V. Granade
529729,03/25/2010,05/05/2010,0.0,3.0,"(30, 50]",3.0,1.0,13.0,"(7, 8]",6,Callie V. Granade
529730,03/25/2010,05/21/2010,0.0,3.0,"(15, 30]",3.0,1.0,21.0,"(2, 3]",1,Callie V. Granade
529731,03/25/2010,06/21/2010,0.0,1.0,"(30, 50]",1.0,5.0,13.0,"(5, 6]",0,Callie V. Granade
529732,03/25/2010,09/23/2010,0.0,1.0,"(30, 50]",1.0,1.0,23.0,"(6, 7]",3,Callie V. Granade
529733,03/25/2010,06/15/2010,0.0,1.0,"(15, 30]",1.0,5.0,25.0,"(4, 5]",0,Callie V. Granade
529734,03/25/2010,08/23/2010,0.0,1.0,"(30, 50]",1.0,3.0,28.0,"(2, 3]",3,Callie V. Granade
529735,04/12/2010,04/19/2010,1.0,1.0,"(50, 65]",1.0,3.0,14.0,"(-1, 0]",1,Callie V. Granade
529736,04/12/2010,04/19/2010,1.0,1.0,"(15, 30]",1.0,6.0,20.0,"(-1, 0]",2,Callie V. Granade
529737,04/29/2010,06/15/2010,0.0,1.0,"(15, 30]",1.0,5.0,7.0,"(-1, 0]",0,Callie V. Granade
529738,04/29/2010,06/15/2010,0.0,2.0,"(30, 50]",1.0,1.0,11.0,"(1, 2]",0,Callie V. Granade
529739,04/29/2010,08/17/2010,0.0,1.0,"(30, 50]",1.0,5.0,37.0,"(-1, 0]",0,Callie V. Granade
529740,04/29/2010,06/14/2010,1.0,2.0,"(30, 50]",1.0,1.0,4.0,"(3, 4]",0,Callie V. Granade
529741,04/29/2010,07/25/2010,0.0,1.0,"(30, 50]",1.0,1.0,15.0,"(1, 2]",0,Callie V. Granade
529742,04/29/2010,07/26/2010,0.0,2.0,"(30, 50]",1.0,1.0,25.0,"(0, 1]",0,Callie V. Granade
529743,04/29/2010,08/17/2010,0.0,2.0,"(50, 65]",1.0,3.0,6.0,"(2, 3]",0,Callie V. Granade
529744,04/29/2010,11/16/2010,0.0,2.0,"(30, 50]",1.0,3.0,21.0,"(3, 4]",0,Callie V. Granade
529745,04/29/2010,06/14/2010,0.0,1.0,"(30, 50]",1.0,1.0,29.0,"(3, 4]",0,Callie V. Granade
529746,04/29/2010,06/14/2010,1.0,1.0,"(15, 30]",1.0,1.0,27.0,"(-1, 0]",0,Callie V. Granade
529747,05/27/2010,10/28/2010,0.0,1.0,"(30, 50]",1.0,3.0,14.0,"(0, 1]",0,Callie V. Granade
529748,05/27/2010,07/26/2010,1.0,2.0,"(50, 65]",1.0,5.0,8.0,"(-1, 0]",0,Callie V. Granade
529749,05/27/2010,08/17/2010,0.0,2.0,"(15, 30]",1.0,1.0,4.0,"(0, 1]",0,Callie V. Granade
529750,05/27/2010,09/23/2010,0.0,1.0,"(30, 50]",1.0,1.0,14.0,"(-1, 0]",0,Callie V. Granade
529751,05/27/2010,07/22/2010,0.0,1.0,"(30, 50]",1.0,6.0,13.0,"(-1, 0]",0,Callie V. Granade
529752,05/27/2010,08/17/2010,1.0,2.0,"(30, 50]",1.0,5.0,4.0,"(2, 3]",0,Callie V. Granade
529753,05/27/2010,08/17/2010,0.0,2.0,"(30, 50]",1.0,3.0,4.0,"(8, 9]",0,Callie V. Granade
529754,05/27/2010,07/26/2010,1.0,1.0,"(30, 50]",1.0,3.0,19.0,"(-1, 0]",0,Callie V. Granade
529755,05/27/2010,07/26/2010,0.0,3.0,"(30, 50]",3.0,1.0,25.0,"(-1, 0]",2,Callie V. Granade
529756,05/27/2010,10/12/2010,0.0,2.0,"(30, 50]",1.0,3.0,28.0,"(-1, 0]",0,Callie V. Granade
529757,05/27/2010,10/12/2010,0.0,3.0,"(50, 65]",1.0,3.0,31.0,"(0, 1]",0,Callie V. Granade
529758,05/27/2010,07/26/2010,0.0,1.0,"(30, 50]",1.0,3.0,17.0,"(5, 6]",6,Callie V. Granade
529759,06/24/2010,09/20/2010,0.0,1.0,"(30, 50]",1.0,5.0,30.0,"(-1, 0]",0,Callie V. Granade
529760,06/24/2010,08/23/2010,0.0,1.0,"(50, 65]",1.0,5.0,12.0,"(15, 25]",0,Callie V. Granade
529761,06/24/2010,10/15/2010,0.0,1.0,"(65, 80]",1.0,6.0,38.0,"(-1, 0]",6,Callie V. Granade
529762,06/24/2010,08/17/2010,0.0,2.0,"(15, 30]",1.0,3.0,15.0,"(1, 2]",0,Callie V. Granade
529763,07/29/2010,10/21/2010,0.0,6.0,"(50, 65]",1.0,1.0,43.0,"(-1, 0]",1,Callie V. Granade
529764,07/29/2010,09/23/2010,0.0,3.0,"(30, 50]",3.0,1.0,21.0,"(10, 11]",6,Callie V. Granade
529766,07/29/2010,09/24/2010,0.0,2.0,"(15, 30]",1.0,1.0,11.0,"(-1, 0]",0,Callie V. Granade
529767,07/29/2010,10/18/2010,0.0,2.0,"(30, 50]",1.0,3.0,18.0,"(-1, 0]",0,Callie V. Granade
529768,07/29/2010,09/24/2010,0.0,1.0,"(15, 30]",1.0,3.0,17.0,"(6, 7]",0,Callie V. Granade
529769,07/29/2010,07/27/2011,0.0,2.0,"(30, 50]",1.0,3.0,19.0,"(15, 25]",0,Callie V. Granade
529770,07/29/2010,09/23/2010,0.0,3.0,"(30, 50]",3.0,3.0,33.0,"(4, 5]",0,Callie V. Granade
529771,07/29/2010,11/04/2010,1.0,3.0,"(30, 50]",2.0,3.0,37.0,"(-1, 0]",0,Callie V. Granade
529772,08/26/2010,10/28/2010,0.0,1.0,"(30, 50]",1.0,5.0,37.0,"(1, 2]",2,Callie V. Granade
529773,08/26/2010,03/24/2011,0.0,1.0,"(65, 80]",1.0,5.0,26.0,"(-1, 0]",0,Callie V. Granade
529774,08/26/2010,02/14/2012,0.0,2.0,"(30, 50]",1.0,3.0,30.0,"(6, 7]",0,Callie V. Granade
529775,08/26/2010,10/22/2010,0.0,2.0,"(30, 50]",1.0,1.0,12.0,"(12, 13]",0,Callie V. Granade
529776,09/30/2010,11/16/2010,0.0,3.0,"(30, 50]",3.0,1.0,21.0,"(3, 4]",6,Callie V. Granade
529777,09/30/2010,11/16/2010,1.0,1.0,"(30, 50]",1.0,5.0,7.0,"(-1, 0]",0,Callie V. Granade
529778,09/30/2010,11/16/2010,0.0,1.0,"(50, 65]",1.0,1.0,30.0,"(10, 11]",6,Callie V. Granade
529779,09/30/2010,05/18/2011,0.0,2.0,"(30, 50]",1.0,3.0,17.0,"(3, 4]",0,Callie V. Granade
529780,09/30/2010,11/16/2010,0.0,2.0,"(30, 50]",1.0,3.0,15.0,"(2, 3]",0,Callie V. Granade
529781,09/30/2010,11/18/2010,0.0,1.0,"(30, 50]",1.0,3.0,23.0,"(5, 6]",0,Callie V. Granade
529782,10/27/2010,12/16/2010,0.0,2.0,"(15, 30]",1.0,1.0,17.0,"(5, 6]",0,Callie V. Granade
529783,10/27/2010,01/07/2011,1.0,2.0,"(15, 30]",1.0,3.0,20.0,"(2, 3]",0,Callie V. Granade
529784,10/27/2010,12/15/2010,0.0,2.0,"(65, 80]",1.0,1.0,40.0,"(-1, 0]",6,Callie V. Granade
529785,10/27/2010,12/15/2010,0.0,1.0,"(30, 50]",1.0,3.0,25.0,"(0, 1]",0,Callie V. Granade
529786,11/24/2010,06/27/2011,0.0,2.0,"(15, 30]",1.0,1.0,17.0,"(11, 12]",6,Callie V. Granade
529787,11/24/2010,01/20/2011,0.0,3.0,"(30, 50]",3.0,1.0,21.0,"(2, 3]",6,Callie V. Granade
529788,11/24/2010,01/14/2011,0.0,1.0,"(50, 65]",1.0,1.0,12.0,"(1, 2]",0,Callie V. Granade
529789,11/24/2010,07/19/2011,0.0,1.0,"(30, 50]",1.0,5.0,43.0,"(-1, 0]",2,Callie V. Granade
529790,11/24/2010,01/20/2011,0.0,2.0,"(15, 30]",1.0,3.0,12.0,"(2, 3]",0,Callie V. Granade
529791,11/24/2010,02/23/2011,0.0,1.0,"(30, 50]",1.0,1.0,29.0,"(1, 2]",1,Callie V. Granade
529792,11/24/2010,02/17/2011,0.0,2.0,"(30, 50]",1.0,1.0,23.0,"(1, 2]",0,Callie V. Granade
529793,11/24/2010,02/23/2011,0.0,3.0,"(30, 50]",1.0,5.0,26.0,"(0, 1]",6,Callie V. Granade
529794,11/24/2010,02/28/2011,1.0,1.0,"(15, 30]",1.0,3.0,23.0,"(0, 1]",0,Callie V. Granade
529795,11/24/2010,02/17/2011,0.0,1.0,"(15, 30]",1.0,5.0,24.0,"(0, 1]",0,Callie V. Granade
529796,11/24/2010,02/22/2011,0.0,2.0,"(15, 30]",1.0,5.0,23.0,"(0, 1]",0,Callie V. Granade
529797,12/30/2010,03/14/2011,0.0,2.0,"(50, 65]",1.0,1.0,4.0,"(3, 4]",0,Callie V. Granade
529798,12/30/2010,02/16/2011,0.0,3.0,"(30, 50]",1.0,3.0,6.0,"(1, 2]",0,Callie V. Granade
529799,12/29/2010,02/17/2011,0.0,1.0,"(30, 50]",1.0,3.0,34.0,"(4, 5]",0,Callie V. Granade
529800,12/29/2010,02/17/2011,0.0,1.0,"(50, 65]",1.0,3.0,21.0,"(-1, 0]",0,Callie V. Granade
529801,12/30/2010,02/23/2011,0.0,1.0,"(15, 30]",1.0,3.0,13.0,"(1, 2]",0,Callie V. Granade
529802,01/27/2011,03/22/2011,0.0,1.0,"(15, 30]",1.0,1.0,8.0,"(-1, 0]",0,Callie V. Granade
529803,01/27/2011,04/19/2011,0.0,3.0,"(15, 30]",2.0,5.0,17.0,"(-1, 0]",0,Callie V. Granade
529804,01/27/2011,04/19/2011,1.0,1.0,"(30, 50]",1.0,5.0,12.0,"(2, 3]",0,Callie V. Granade
529805,01/27/2011,05/17/2011,0.0,2.0,"(30, 50]",1.0,1.0,17.0,"(11, 12]",0,Callie V. Granade
529806,01/27/2011,04/19/2011,1.0,1.0,"(30, 50]",1.0,5.0,9.0,"(6, 7]",0,Callie V. Granade
529807,01/27/2011,05/17/2011,1.0,1.0,"(30, 50]",1.0,5.0,11.0,"(12, 13]",0,Callie V. Granade
529808,01/27/2011,05/02/2011,0.0,2.0,"(30, 50]",1.0,3.0,8.0,"(-1, 0]",1,Callie V. Granade
529809,01/27/2011,05/23/2011,0.0,2.0,"(50, 65]",1.0,3.0,12.0,"(5, 6]",0,Callie V. Granade
529810,01/27/2011,04/19/2011,0.0,1.0,"(30, 50]",1.0,3.0,23.0,"(9, 10]",0,Callie V. Granade
529811,01/27/2011,03/22/2011,1.0,1.0,"(50, 65]",1.0,1.0,23.0,"(-1, 0]",0,Callie V. Granade
529812,02/24/2011,04/19/2011,0.0,2.0,"(15, 30]",1.0,1.0,22.0,"(7, 8]",0,Callie V. Granade
529813,02/24/2011,07/18/2011,0.0,1.0,"(50, 65]",1.0,3.0,12.0,"(-1, 0]",0,Callie V. Granade
529814,02/24/2011,04/19/2011,0.0,1.0,"(50, 65]",1.0,5.0,37.0,"(-1, 0]",0,Callie V. Granade
529815,02/24/2011,05/18/2011,0.0,1.0,"(30, 50]",1.0,3.0,12.0,"(-1, 0]",0,Callie V. Granade
529816,02/24/2011,04/19/2011,1.0,1.0,"(50, 65]",1.0,5.0,9.0,"(2, 3]",0,Callie V. Granade
529817,03/24/2011,05/17/2011,0.0,2.0,"(30, 50]",1.0,1.0,17.0,"(12, 13]",0,Callie V. Granade
529818,03/25/2011,05/18/2011,0.0,1.0,"(30, 50]",1.0,1.0,17.0,"(2, 3]",0,Callie V. Granade
529819,03/24/2011,06/15/2011,0.0,2.0,"(15, 30]",1.0,1.0,19.0,"(3, 4]",0,Callie V. Granade
529820,03/24/2011,05/17/2011,0.0,3.0,"(15, 30]",4.0,5.0,14.0,"(-1, 0]",0,Callie V. Granade
529821,03/24/2011,05/18/2011,0.0,3.0,"(15, 30]",1.0,1.0,23.0,"(0, 1]",1,Callie V. Granade
529822,03/24/2011,05/18/2011,0.0,2.0,"(30, 50]",1.0,3.0,25.0,"(3, 4]",1,Callie V. Granade
529823,03/24/2011,05/18/2011,0.0,3.0,"(15, 30]",3.0,1.0,23.0,"(-1, 0]",2,Callie V. Granade
529824,03/24/2011,05/18/2011,1.0,1.0,"(30, 50]",1.0,1.0,23.0,"(-1, 0]",0,Callie V. Granade
529825,04/28/2011,06/15/2011,0.0,2.0,"(15, 30]",1.0,5.0,11.0,"(-1, 0]",0,Callie V. Granade
529826,04/28/2011,06/15/2011,0.0,2.0,"(30, 50]",1.0,1.0,9.0,"(1, 2]",0,Callie V. Granade
529827,04/28/2011,06/15/2011,0.0,1.0,"(30, 50]",1.0,3.0,23.0,"(0, 1]",0,Callie V. Granade
529828,04/28/2011,06/15/2011,1.0,1.0,"(30, 50]",1.0,5.0,21.0,"(-1, 0]",0,Callie V. Granade
529829,04/29/2011,06/28/2011,0.0,3.0,"(30, 50]",2.0,3.0,30.0,"(-1, 0]",1,Callie V. Granade
529830,04/29/2011,06/28/2011,0.0,3.0,"(30, 50]",1.0,1.0,30.0,"(-1, 0]",1,Callie V. Granade
529831,04/28/2011,06/26/2011,0.0,1.0,"(30, 50]",1.0,6.0,13.0,"(-1, 0]",0,Callie V. Granade
529832,04/28/2011,07/18/2011,1.0,2.0,"(30, 50]",1.0,3.0,13.0,"(13, 14]",0,Callie V. Granade
529833,04/28/2011,08/05/2011,0.0,2.0,"(15, 30]",1.0,3.0,7.0,"(0, 1]",0,Callie V. Granade
529834,04/28/2011,06/24/2011,0.0,2.0,"(15, 30]",1.0,1.0,30.0,"(7, 8]",0,Callie V. Granade
